,ids
6598,30399768
6599,38460696
6600,36691225
6601,7363865
6602,35151133
6603,40590625
6604,38984994
6605,31153452
6606,39968049
6607,15719729
6608,4840753
6609,38952246
6610,37248313
6611,3267902
6612,40983874
6613,17620294
6614,25845064
6615,29547849
6616,28237130
6617,39083339
6618,22994251
6619,20012365
6620,27581775
6621,37281105
6622,24894802
6623,37313873
6624,21978451
6625,28269910
6626,23747928
6627,11459929
6628,33185116
6629,32234845
6630,2907500
6631,19914093
6632,26566001
6633,38854005
6634,20438390
6635,39083396
6636,25714052
6637,24894861
6638,25255313
6639,12246418
6640,22109587
6641,18341273
6642,37707161
6643,9690523
6644,37215644
6645,31055263
6646,30530976
6647,10411427
6648,20176294
6649,22175143
6650,10411437
6651,6086065
6652,22207923
6653,39116213
6654,39771573
6655,20798903
6656,23649726
6657,3562948
6658,25714121
6659,29613518
6660,25714127
6661,20176345
6662,26959321
6663,22207969
6664,29351402
6665,39116273
6666,31120888
6667,35642875
6668,13884932
6669,21814794
6670,35610128
6671,28499473
6672,40918551
6673,25845272
6674,22208024
6675,37051933
6676,26926629
6677,29548070
6678,24895021
6679,23092783
6680,23420469
6681,35151416
6682,36199994
6683,25747008
6684,32661060
6685,31841861
6686,24010309
6687,38100551
6688,19619401
6689,17555019
6690,23879244
6691,1138252
6692,33578584
6693,22208093
6694,18636382
6695,9461345
6696,40754788
6697,34889317
6698,13098599
6699,22011496
6700,20831848
6701,31055468
6702,37052017
6703,24010353
6704,36298356
6705,38493820
6706,20635267
6707,18112138
6708,12869264
6709,27057811
6710,22208149
6711,38198939
6712,38919838
6713,28892837
6714,31383206
6715,19193521
6716,21159610
6717,25452222
6718,25288393
6719,21814989
6720,22208207
6721,38264529
6722,24600275
6723,15359703
6724,15097565
6725,35249892
6726,15064810
6727,39837419
6728,26795754
6729,39509741
6730,18570989
6731,19947248
6732,26664694
6733,23944951
6734,14933755
6735,12869372
6736,25026301
6737,2612989
6738,38362880
6739,22208261
6740,19422982
6741,39673607
6742,13033226
6743,37248792
6744,3563297
6745,909096
6746,34234154
6747,39608107
6748,12803883
6749,6741808
6750,40984370
6751,39870266
6752,39051070
6753,8118084
6754,27877189
6755,22208324
6756,34791239
6757,5496659
6758,24993621
6759,38788956
6760,21028700
6761,19619677
6762,32038761
6763,38952811
6764,39116653
6765,40263536
6766,19947376
6767,40918900
6768,22470517
6769,18636662
6770,21553035
6771,10280848
6772,22208400
6773,39870356
6774,35479446
6775,30793628
6776,14081954
6777,19914660
6778,31383462
6779,19554215
6780,3760040
6781,32661417
6782,39247786
6783,18669485
6784,35282866
6785,40427451
6786,22208453
6787,39903183
6788,14278612
6789,7725012
6790,810974
6791,28139486
6792,27058146
6793,38133731
6794,37150695
6795,21225449
6796,29941738
6797,14606314
6798,22208495
6799,4644849
6800,37314546
6801,7004149
6802,21487606
6803,18669569
6804,32727041
6805,20307970
6806,22110212
6807,14016520
6808,5824524
6809,19783696
6810,40329233
6811,16244756
6812,26402837
6813,28991510
6814,24010772
6815,40263704
6816,10838041
6817,21553179
6818,6447131
6819,36200479
6820,26927140
6821,21422118
6822,548905
6823,30826539
6824,40558635
6825,34201647
6826,15163449
6827,25911362
6828,22306887
6829,22306888
6830,26632266
6831,450648
6832,31481945
6833,13656154
6834,18178150
6835,26370161
6836,23683187
6837,20177013
6838,40951933
6839,14606465
6840,15130764
6841,14770316
6842,31285390
6843,13295757
6844,37150866
6845,7954578
6846,13230231
6847,7954586
6848,37216411
6849,2515100
6850,22765728
6851,38330529
6852,40755363
6853,32923814
6854,15524009
6855,20177068
6856,38920372
6857,23879861
6858,30531765
6859,12673204
6860,6185146
6861,15917248
6862,24830145
6863,40919235
6864,36626631
6865,6316235
6866,31645901
6867,31645907
6868,39411926
6869,38035670
6870,36004061
6871,18735326
6872,31645919
6873,21127394
6874,31645922
6875,31645931
6876,38297839
6877,21782770
6878,35578101
6879,37740790
6880,32891131
6881,13656318
6882,30171391
6883,24833
6884,5169411
6885,30499077
6886,40591622
6887,20996360
6888,22733064
6889,29155607
6890,22470940
6891,27582755
6892,6644005
6893,40329510
6894,37380402
6895,22569267
6896,20406582
6897,24994111
6898,8053055
6899,17424708
6900,38297925
6901,31088966
6902,21389647
6903,24043871
6904,8937824
6905,29122915
6906,28303715
6907,22831461
6908,22307184
6909,35610994
6910,31875443
6911,29909367
6912,38101368
6913,37085561
6914,39051648
6915,11460998
6916,36069766
6917,21684622
6918,35217809
6919,39248274
6920,1171860
6921,39969181
6922,25518500
6923,8151461
6924,38134185
6925,40264107
6926,39805358
6927,35611058
6928,26337715
6929,31515060
6930,39117242
6931,17752507
6932,39608765
6933,30400957
6934,23683517
6935,30204360
6936,36659657
6937,15983050
6938,26403282
6939,40264148
6940,11952599
6941,23650776
6942,35578335
6943,40559074
6944,22110694
6945,36561386
6946,12870133
6947,15753718
6948,39084534
6949,25682427
6950,13361661
6951,2875902
6952,25027078
6953,21717512
6954,35512843
6955,26272268
6956,26468880
6957,33219098
6958,33317406
6959,40755743
6960,7692835
6961,33251879
6962,37708329
6963,15360554
6964,40133168
6965,22438448
6966,38429234
6967,24601137
6968,35349048
6969,6480445
6970,39084612
6971,24011334
6972,8643144
6973,7430730
6974,10936910
6975,21127760
6976,40755792
6977,25092696
6978,29680219
6979,30958175
6980,21488226
6981,39903847
6982,40591981
6983,20636276
6984,39969397
6985,3924599
6986,29942397
6987,34366081
6988,39051907
6989,16376456
6990,35250825
6991,38232712
6992,22602386
6993,38822559
6994,2679456
6995,6185638
6996,5759655
6997,36364967
6998,35578535
6999,22733482
7000,35742380
7001,2515629
7002,15950510
7003,4907692
7004,1663673
7005,28992185
7006,32236220
7007,18473660
7008,24339134
7009,40067775
7010,33645248
7011,33743562
7012,32236235
7013,26305228
7014,39477976
7015,4121306
7016,40264411
7017,29516508
7018,16573155
7019,15098596
7020,16376550
7021,15917800
7022,36037370
7023,25977595
7024,36070140
7025,23782141
7026,38920960
7027,23061251
7028,15328005
7029,39641861
7030,15721223
7031,31777552
7032,39019284
7033,28402457
7034,23716634
7035,28238620
7036,33022753
7037,21783333
7038,6644524
7039,28238637
7040,12149552
7041,28238649
7042,39772992
7043,31122242
7044,25944899
7045,37774148
7046,28238665
7047,12968778
7048,24077131
7049,36987726
7050,13165391
7051,35578703
7052,14115665
7053,3826514
7054,22111059
7055,8053583
7056,41018199
7057,6120282
7058,29877084
7059,15393629
7060,25092958
7061,38364005
7062,38658918
7063,41018220
7064,29057901
7065,17851246
7066,14115706
7067,14115710
7068,14115711
7069,3761023
7070,18932606
7071,38003589
7072,27812745
7073,26928011
7074,26567564
7075,6120332
7076,28828555
7077,35578767
7078,27550606
7079,15360917
7080,19194773
7081,40297365
7082,33711005
7083,27583390
7084,37905311
7085,36234144
7086,23880612
7087,35972011
7088,33940403
7089,16442292
7090,22143927
7091,3105733
7092,29942733
7093,37151701
7094,33154010
7095,3859427
7096,40428517
7097,37151723
7098,39216108
7099,21783531
7100,35382254
7101,15754229
7102,17785847
7103,11527162
7104,34890754
7105,36791309
7106,40363025
7107,33186836
7108,38757403
7109,23454750
7110,11887649
7111,40461352
7112,32236587
7113,40952875
7114,38134829
7115,29385780
7116,32236600
7117,40920121
7118,13165625
7119,32269372
7120,23946301
7121,40920127
7122,32236609
7123,7562307
7124,1565766
7125,37839944
7126,6612044
7127,37053533
7128,35480674
7129,31876199
7130,35611753
7131,15131755
7132,25257067
7133,18736235
7134,5694572
7135,35513452
7136,33186928
7137,32072821
7138,36529270
7139,37086330
7140,32171132
7141,23651453
7142,11494524
7143,40756354
7144,18637960
7145,35611798
7146,40559767
7147,23684253
7148,11691167
7149,40330400
7150,22766752
7151,27878561
7152,20800675
7153,25093286
7154,37315754
7155,20538542
7156,34137266
7157,15393972
7158,34563255
7159,6677694
7160,25027784
7161,34596043
7162,23979214
7163,32498897
7164,6743251
7165,31319256
7166,7660767
7167,26961124
7168,34399468
7169,7070958
7170,24569071
7171,35284210
7172,26010873
7173,40559866
7174,24863998
7175,22045956
7176,3138825
7177,35284235
7178,25879
7179,31778073
7180,18670873
7181,19293465
7182,21095711
7183,38266144
7184,29222176
7185,1369384
7186,20309288
7187,35153204
7188,12412213
7189,35579191
7190,40559929
7191,36529478
7192,26371404
7193,40068434
7194,39609687
7195,23881047
7196,38298969
7197,18507095
7198,21390692
7199,25191782
7200,22078823
7201,3302759
7202,36529513
7203,12543338
7204,29582700
7205,40723825
7206,37774710
7207,26961273
7208,40068473
7209,40101245
7210,19719550
7211,189821
7212,33252739
7213,18900360
7214,2844042
7215,33187213
7216,13198738
7217,35874202
7218,21751196
7219,23356829
7220,12412316
7221,5858718
7222,25093538
7223,34170284
7224,20211131
7225,15918525
7226,39773640
7227,6153674
7228,2909643
7229,12379595
7230,39085528
7231,21980644
7232,38430181
7233,28861926
7234,40429040
7235,1304049
7236,15230450
7237,7497203
7238,25519611
7239,22504956
7240,38102525
7241,30107134
7242,36693501
7243,31221248
7244,33613309
7245,32073218
7246,34170370
7247,26502662
7248,27420170
7249,39085581
7250,12805646
7251,33154573
7252,6972944
7253,39872019
7254,30205461
7255,35972631
7256,9561630
7257,19424810
7258,22636078
7259,34596399
7260,18769456
7261,23651889
7262,3696178
7263,20211259
7264,39085628
7265,21423682
7266,21980739
7267,26273349
7268,24798790
7269,26437193
7270,24733263
7271,39282256
7272,20604495
7273,39511634
7274,33449557
7275,15492694
7276,35841624
7277,33449563
7278,36628060
7279,34465373
7280,22439519
7281,19949152
7282,18933344
7283,38200930
7284,40003170
7285,17131113
7286,36628074
7287,13493868
7288,40232559
7289,38889072
7290,22242931
7291,36693625
7292,39577210
7293,28927616
7294,40068740
7295,39675524
7296,32990852
7297,5990023
7298,30762641
7299,40724113
7300,31090326
7301,15328919
7302,15230616
7303,32269976
7304,20997786
7305,3434136
7306,30566056
7307,34203312
7308,31221426
7309,19982010
7310,39872186
7311,24700609
7312,30828226
7313,26308
7314,30959300
7315,37283529
7316,26502857
7317,38823628
7318,29419213
7319,39446224
7320,16213713
7321,32040658
7322,25716439
7323,37283545
7324,38921945
7325,40527578
7326,39773921
7327,34563816
7328,34203384
7329,35088121
7330,35743481
7331,29419263
7332,12543743
7333,38659841
7334,40429315
7335,32139014
7336,23881484
7337,14247699
7338,39610131
7339,31287059
7340,15656727
7341,23684890
7342,20834078
7343,780063
7344,36169505
7345,29681443
7346,31418148
7347,16246568
7348,33810223
7349,13362992
7350,25192243
7351,40920885
7352,35579703
7353,36038456
7354,18638647
7355,22013759
7356,31254335
7357,31516487
7358,40658767
7359,19195727
7360,16508765
7361,37480287
7362,39577441
7363,18638690
7364,20309859
7365,27223908
7366,34334563
7367,7071593
7368,40232812
7369,12805999
7370,40724338
7371,681842
7372,34105203
7373,16312183
7374,7825273
7375,18311038
7376,10971010
7377,18212746
7378,26634124
7379,23521164
7380,10577807
7381,27649935
7382,13789072
7383,25552784
7384,40691602
7385,16508819
7386,39577496
7387,19654555
7388,7825308
7389,37119907
7390,38594469
7391,9660334
7392,5629872
7393,15165373
7394,35317694
7395,39086016
7396,28633025
7397,9234377
7398,23488460
7399,38430674
7400,24340435
7401,34564058
7402,23979995
7403,11364317
7404,38496222
7405,36235230
7406,33581031
7407,40429545
7408,23455723
7409,15132653
7410,28108782
7411,29059058
7412,18638839
7413,35579899
7414,23652348
7415,6154243
7416,32958467
7417,40921093
7418,32466949
7419,28764167
7420,37382149
7421,18409484
7422,4777997
7423,35350545
7424,21817363
7425,39610391
7426,31615004
7427,21293086
7428,35907616
7429,39086118
7430,15656999
7431,36694064
7432,780336
7433,39053360
7434,10119226
7435,37120060
7436,24733759
7437,9791551
7438,34891841
7439,27584585
7440,32237653
7441,40822870
7442,28469338
7443,33810525
7444,19621987
7445,34334822
7446,33187942
7447,38463592
7448,35612777
7449,35907691
7450,40429681
7451,7563377
7452,33777781
7453,25979004
7454,26634365
7455,31221889
7456,38987907
7457,37677188
7458,12871814
7459,21784716
7460,40429715
7461,24406164
7462,28862616
7463,18704537
7464,19720349
7465,7661725
7466,37972132
7467,39053478
7468,39774388
7469,4417718
7470,24242358
7471,37251259
7472,21260476
7473,22636731
7474,33876163
7475,10971343
7476,7989457
7477,2189522
7478,40954067
7479,38332634
7480,24209632
7481,14969057
7482,40560870
7483,8743145
7484,36038899
7485,19196148
7486,32467195
7487,33450240
7488,36694273
7489,26634502
7490,33515800
7491,31648026
7492,22833440
7493,36235560
7494,35580200
7495,38431019
7496,35645746
7497,29485370
7498,36694345
7499,40888652
7500,12904781
7501,23521618
7502,30894435
7503,20834660
7504,17459559
7505,27289965
7506,23685486
7507,29157741
7508,15657331
7509,37251446
7510,40724859
7511,36235645
7512,3303813
7513,12446086
7514,11561354
7515,21293450
7516,1960332
7517,14215568
7518,39086485
7519,33810838
7520,40397206
7521,36727196
7522,39610781
7523,13298078
7524,31058338
7525,38594979
7526,7989669
7527,19196326
7528,38922666
7529,39381426
7530,33024440
7531,38627769
7532,3172794
7533,35809724
7534,20801988
7535,9595335
7536,40724943
7537,38595025
7538,32467412
7539,26634712
7540,30042584
7541,11594207
7542,21359071
7543,30468575
7544,40757730
7545,40397286
7546,39774697
7547,10971626
7548,39741930
7549,38955504
7550,18934257
7551,11463156
7552,40921595
7553,19720703
7554,21064192
7555,18672130
7556,36694536
7557,20310537
7558,33155594
7559,39971342
7560,5794319
7561,40725008
7562,39447061
7563,32729623
7564,39774749
7565,36694569
7566,32139835
7567,13953596
7568,37808702
7569,40823360
7570,7596630
7571,40692314
7572,9136731
7573,24865372
7574,34400858
7575,40757854
7576,29682272
7577,34597480
7578,40888937
7579,29485674
7580,22080106
7581,37939822
7582,11561583
7583,28666478
7584,39610993
7585,23685750
7586,25160314
7587,32139905
7588,3697283
7589,7596678
7590,22178438
7591,35056266
