,ids
3269,1027405
3270,14396752
3271,11316564
3272,39464280
3273,29011299
3274,10071396
3275,37563749
3276,15510883
3277,26717543
3278,18722151
3279,35532137
3280,32615786
3281,24620399
3282,27962742
3283,15871357
3284,35040637
3285,1584509
3286,21900672
3287,32517509
3288,1027463
3289,40775048
3290,34712969
3291,27307401
3292,21245329
3293,40283542
3294,175511
3295,35794329
3296,40709530
3297,6991262
3298,30584225
3299,29371812
3300,36908453
3301,16854441
3302,35237300
3303,40775103
3304,40775104
3305,11283906
3306,39693763
3307,36810181
3308,634310
3309,38383050
3310,40676819
3311,12168659
3312,36875733
3313,4173269
3314,24751573
3315,12037587
3316,8400349
3317,38088158
3318,40250846
3319,32386529
3320,40840679
3321,9088488
3322,40447467
3323,27897330
3324,15314428
3325,22883838
3326,7319042
3327,38317579
3328,13348367
3329,32615963
3330,3517984
3331,14167586
3332,29371939
3333,23146021
3334,21278246
3335,24489514
3336,19181101
3337,16297519
3338,39071279
3339,28257840
3340,31698487
3341,26422842
3342,37334586
3343,39202364
3344,23768638
3345,41037374
3346,12267072
3347,7384649
3348,21605962
3349,41037396
3350,12201564
3351,40054366
3352,39726689
3353,22589026
3354,40119907
3355,15216226
3356,12234346
3357,33042028
3358,19574382
3359,26783351
3360,20590201
3361,35991162
3362,31338107
3363,38252166
3364,14855816
3365,13807243
3366,18820748
3367,38186640
3368,34287251
3369,25210523
3370,1027741
3371,38481565
3372,18853537
3373,34123432
3374,22752941
3375,7384752
3376,20360882
3377,30158516
3378,38088375
3379,14429883
3380,29339327
3381,22687426
3382,27635399
3383,38940359
3384,34909897
3385,39104215
3386,39431896
3387,36482778
3388,37596891
3389,18591452
3390,40382178
3391,29535971
3392,27471588
3393,14855907
3394,30224104
3395,27406066
3396,31567604
3397,25538297
3398,40840961
3399,35925764
3400,2764548
3401,12070668
3402,34156305
3403,11874066
3404,36876054
3405,12136219
3406,40447771
3407,12201757
3408,19672865
3409,16658215
3410,34123559
3411,28913455
3412,9645880
3413,19967801
3414,10202938
3415,26160964
3416,40841031
3417,39300941
3418,38154062
3419,26685264
3420,28127057
3421,24751953
3422,40775509
3423,8859482
3424,20623197
3425,30093151
3426,19246946
3427,38612836
3428,39366501
3429,12201831
3430,8007531
3431,41037676
3432,12140
3433,40578928
3434,40710001
3435,40972146
3436,40841076
3437,29667189
3438,38317943
3439,32419710
3440,41037697
3441,37334917
3442,34942855
3443,10629003
3444,11972493
3445,26029969
3446,21180306
3447,41037719
3448,27996059
3449,35303333
3450,4730797
3451,39923632
3452,22359985
3453,15314872
3454,36319161
3455,29929401
3456,38088637
3457,4632510
3458,15019977
3459,27832268
3460,24555472
3461,27963346
3462,9351123
3463,26914772
3464,18755550
3465,10072035
3466,37990373
3467,29929446
3468,28913644
3469,8564722
3470,30584824
3471,39464954
3472,34648059
3473,6729727
3474,36876299
3475,26357782
3476,40775706
3477,28586010
3478,22687770
3479,34746398
3480,241695
3481,27111461
3482,24129573
3483,34549799
3484,12038184
3485,24358953
3486,20525093
3487,34287662
3488,12136495
3489,21278768
3490,11874353
3491,38350907
3492,15904833
3493,33468482
3494,17903682
3495,38023244
3496,39530582
3497,17477721
3498,36483162
3499,12955743
3500,23212127
3501,9351265
3502,34025572
3503,4075630
3504,2437230
3505,36909168
3506,110705
3507,38449270
3508,36876409
3509,929914
3510,38842498
3511,4698247
3512,34648201
3513,24621194
3514,18854028
3515,11874451
3516,24162460
3517,9679005
3518,22524066
3519,2011301
3520,8827052
3521,18854069
3522,39760054
3523,38580410
3524,372929
3525,40775895
3526,23441624
3527,11874525
3528,34123997
3529,29798624
3530,38973666
3531,10498280
3532,38351082
3533,34975978
3534,27046122
3535,27308270
3536,40841455
3537,34025714
3538,26423555
3539,9711877
3540,20427016
3541,15216905
3542,38121744
3543,20361494
3544,7713047
3545,38547737
3546,38940955
3547,37630235
3548,39366945
3549,39399713
3550,32518439
3551,11874600
3552,40612143
3553,38875441
3554,13414718
3555,27734335
3556,16757056
3557,38318401
3558,26685761
3559,40612163
3560,30159168
3561,28913992
3562,24031566
3563,26784095
3564,36876647
3565,20033899
3566,36876651
3567,3944822
3568,18919800
3569,23998847
3570,22032769
3571,14692738
3572,21213570
3573,34124180
3574,1356190
3575,27439525
3576,33010088
3577,38547881
3578,37433770
3579,33501623
3580,28586425
3581,32813499
3582,15217088
3583,35467719
3584,20722119
3585,34025931
3586,5812687
3587,4370895
3588,9023960
3589,26948059
3590,17117661
3591,23540199
3592,27931112
3593,24326633
3594,4862441
3595,20230637
3596,15053294
3597,37663218
3598,26423798
3599,38187512
3600,39989757
3601,4567558
3602,31404552
3603,14103052
3604,18035212
3605,35402254
3606,18756120
3607,11973145
3608,20492835
3609,32125479
3610,10498603
3611,39301677
3612,37564974
3613,38548019
3614,27734584
3615,24916539
3616,40350268
3617,26194496
3618,23605824
3619,12464708
3620,38351431
3621,7713352
3622,7025225
3623,36483656
3624,17216076
3625,11219534
3626,39465553
3627,14856790
3628,21574237
3629,38941278
3630,27931232
3631,38875745
3632,12825187
3633,32780908
3634,39760495
3635,30159471
3636,40841844
3637,14234231
3638,23376509
3639,5681790
3640,30913154
3641,4731523
3642,40841861
3643,24097417
3644,21738134
3645,12038807
3646,38351514
3647,19018397
3648,9319078
3649,3912360
3650,39465641
3651,31404712
3652,40350383
3653,33501871
3654,34517680
3655,9515698
3656,18657970
3657,23376564
3658,34747062
3659,11875005
3660,24916674
3661,9908933
3662,15676102
3663,27931335
3664,35730130
3665,36483798
3666,26489559
3667,3453656
3668,22065880
3669,38613724
3670,32944862
3671,38580958
3672,38351588
3673,28586728
3674,25866985
3675,39793384
3676,36844267
3677,39924462
3678,39367412
3679,35926772
3680,15643384
3681,15545081
3682,39203578
3683,24359676
3684,25015036
3685,39105279
3686,11875074
3687,15479556
3688,31601414
3689,40612616
3690,34452232
3691,19739402
3692,38417164
3693,6140685
3694,37368604
3695,35926813
3696,35566367
3697,38875938
3698,23671591
3699,7582520
3700,8794937
3701,12268349
3702,33534785
3703,35238728
3704,26194762
3705,26489675
3706,35926860
3707,38777674
3708,34714446
3709,537419
3710,38548313
3711,36483933
3712,37630814
3713,37008224
3714,32125795
3715,29209444
3716,3191655
3717,33534826
3718,14857073
3719,35926897
3720,21738356
3721,20689785
3722,25736059
3723,34288514
3724,40940421
3725,26686342
3726,40350602
3727,29897620
3728,36942741
3729,18756500
3730,26194841
3731,36484002
3732,25998254
3733,38548405
3734,16855993
3735,8500157
3736,26883006
3737,31765439
3738,12759999
3739,31830974
3740,38613956
3741,23442388
3742,9384919
3743,19018717
3744,9384935
3745,25572328
3746,40940521
3747,16823279
3748,29897713
3749,36451314
3750,14857205
3751,39465974
3752,38843384
3753,31044604
3754,36942847
3755,36942853
3756,35533829
3757,25539594
3758,14431243
3759,28488716
3760,20165644
3761,22230033
3762,40940568
3763,38843419
3764,34845723
3765,35927069
3766,40350751
3767,18822176
3768,34649120
3769,23442466
3770,39760932
3771,19182630
3772,22000679
3773,275496
3774,39105579
3775,36320305
3776,27112506
3777,31470652
3778,23442501
3779,3912779
3780,2208845
3781,34714722
3782,14857315
3783,23442534
3784,38876267
3785,39466093
3786,23671921
3787,38876289
3788,37958787
3789,33993860
3790,23442568
3791,34583692
3792,39859340
3793,27014287
3794,40776859
3795,37631137
3796,13513890
3797,41039012
3798,20165797
3799,19018922
3800,38548651
3801,13055148
3802,23442604
3803,20165803
3804,1291440
3805,40613040
3806,36451507
3807,20165817
3808,29242554
3809,18855102
3810,20722881
3811,39466180
3812,19903685
3813,39105734
3814,14529740
3815,30815437
3816,36910291
3817,8336595
3818,38909140
3819,14857431
3820,36353240
3821,23442647
3822,13776092
3823,25015520
3824,12039398
3825,26686695
3826,14595303
3827,30061803
3828,1225964
3829,1127661
3830,29209840
3831,33043700
3832,24884473
3833,22164733
3834,5321981
3835,34419967
3836,23442685
3837,79101
3838,26850565
3839,38614278
3840,19084559
3841,23377170
3842,37664019
3843,18134292
3844,32191763
3845,38319383
3846,35239193
3847,34780441
3848,2012443
3849,39269663
3850,23672099
3851,30881065
3852,11187498
3853,33928490
3854,3061036
3855,19412268
3856,23442733
3857,19412271
3858,12334385
3859,22230328
3860,14857529
3861,38942012
3862,18888006
3863,19608906
3864,39761230
3865,23442771
3866,33928537
3867,25376091
3868,12760413
3869,40613218
3870,12268908
3871,30291311
3872,16070011
3873,37172604
3874,33928572
3875,39925119
3876,36484487
3877,26686864
3878,35403153
3879,20395425
3880,37598637
3881,20526511
3882,33928624
3883,15644082
3884,37107126
3885,38155703
3886,39466424
3887,12039617
3888,24327619
3889,34321861
3890,38122952
3891,144840
3892,21214671
3893,38778319
3894,25343444
3895,26064341
3896,34682325
3897,38155732
3898,38876634
3899,13972956
3900,40941032
3901,22099433
3902,25802231
3903,26490361
3904,33732092
3905,4011519
3906,15250951
3907,6993421
3908,3945998
3909,18855440
3910,34059795
3911,12170773
3912,13940247
3913,39761436
3914,28522014
3915,27375138
3916,10728994
3917,28948015
3918,33994289
3919,19969586
3920,40875572
3921,20428341
3922,33830473
3923,34125386
3924,32716363
3925,9614922
3926,15578702
3927,26162767
3928,38909522
3929,39138899
3930,7091797
3931,39335510
3932,27506270
3933,40777313
3934,15283809
3935,39269989
3936,26687078
3937,29832810
3938,14268010
3939,14988908
3940,21444208
3941,40482419
3942,40810105
3943,37500542
3944,39728768
3945,21182082
3946,26130055
3947,34977420
3948,34649740
3949,34715280
3950,16365205
3951,35010203
3952,37566107
3953,25540254
3954,19969698
3955,31209122
3956,10729123
3957,20264618
3958,38090415
3959,39368377
3960,3684028
3961,37074621
3962,37926593
3963,36976323
3964,34420421
3965,6764230
3966,24098513
3967,6764244
3968,40089303
3969,18855639
3970,25179867
3971,26031846
3972,38549228
3973,28587758
3974,25278191
3975,20985600
3976,30553860
3977,36878085
3978,34256646
3979,28751627
3980,13547280
3981,26687249
3982,5977874
3983,24065812
3984,14333717
3985,24885019
3986,32421662
3987,27866911
3988,22886177
3989,4503332
3990,39368497
3991,29898552
3992,41039677
3993,38516542
3994,37009215
3995,37074749
3996,17839946
3997,3585870
3998,10729296
3999,3946324
4000,38188886
4001,27637596
4002,34944861
4003,37336927
4004,23869281
4005,31176547
4006,17151845
4007,14268264
4008,38352749
4009,12466030
4010,7092080
4011,4503414
4012,29308790
4013,32749434
4014,36976506
4015,37959546
4016,36910970
4017,39106431
4018,18331520
4019,1587078
4020,26523535
4021,27801487
4022,34748305
4023,29898641
4024,34944912
4025,21968794
4026,37697440
4027,38582176
4028,20035490
4029,32257969
4030,22001585
4031,35731377
4032,30914486
4033,38909883
4034,38844347
4035,39499710
4036,19904447
4037,4667333
4038,40777669
4039,27965387
4040,28260301
4041,19249102
4042,20756430
4043,39499730
4044,29702099
4045,33044440
4046,36321241
4047,36845535
4048,19838946
4049,24066022
4050,19052529
4051,13940726
4052,2832376
4053,40515578
4054,39991290
4055,39467006
4056,34781183
4057,15677440
4058,1554433
4059,14202881
4060,33830921
4061,5027850
4062,5847065
4063,29898779
4064,7583774
4065,15939618
4066,31143976
4067,39696429
4068,7747636
4069,40908860
4070,14071876
4071,20133959
4072,33470536
4073,5126218
4074,34322512
4075,25475169
4076,25376867
4077,38287463
4078,41007208
4079,36878439
4080,21149807
4081,26687599
4082,5322865
4083,23345266
4084,16595060
4085,27572340
4086,13416566
4087,28588152
4088,3979385
4089,21379196
4090,39499903
4091,19118210
4092,37402756
4093,40450181
4094,28981393
4095,26425491
4096,39991444
4097,32389270
4098,29309084
4099,38516901
4100,34977961
4101,35469481
4102,21313708
4103,25213109
4104,19708099
4105,6895813
4106,38189253
4107,6863046
4108,6731994
4109,38090971
4110,39729386
4111,21772526
4112,29964527
4113,23967985
4114,39434482
4115,39500024
4116,29964536
4117,37107960
4118,145659
4119,6732036
4120,31865094
4121,14366984
4122,40089865
4123,17479945
4124,21772553
4125,6830348
4126,30685450
4127,145690
4128,26687776
4129,6764833
4130,37009701
4131,8337703
4132,29702443
4133,27965743
4134,30914865
4135,20887858
4136,34224437
4137,25049400
4138,15874365
4139,35928381
4140,37959999
4141,7518534
4142,6863178
4143,39696721
4144,33274194
4145,32815441
4146,39598418
4147,13416789
4148,39893335
4149,39860568
4150,39729497
4151,39139676
4152,28948832
4153,28916065
4154,27965794
4155,36485479
4156,40778091
4157,6994290
4158,33438071
4159,38812027
4160,39467388
4161,2570620
4162,39729538
4163,38451592
4164,39205266
4165,8698261
4166,30325154
4167,39991717
4168,36977062
4169,39598505
4170,38582700
4171,32717236
4172,7289271
4173,36485560
4174,39795130
4175,3783099
4176,25213372
4177,13416896
4178,5126592
4179,22067650
4180,26687939
4181,37796304
4182,22002128
4183,30816729
4184,15022555
4185,36485597
4186,40974822
4187,34945515
4188,24689136
4189,24754678
4190,27605495
4191,25344508
4192,1096191
4193,32815616
4194,18856449
4195,19970567
4196,29014535
4197,26065420
4198,29964813
4199,7584277
4200,38648344
4201,38320672
4202,24656425
4203,6699565
4204,37632558
4205,37501487
4206,5814832
4207,33405493
4208,34748986
4209,40778302
4210,34945605
4211,26786378
4212,24754767
4213,25770575
4214,9615953
4215,37370450
4216,33471059
4217,37239380
4218,27310680
4219,965212
4220,5126751
4221,35830370
4222,24066662
4223,33471085
4224,39729778
4225,33634931
4226,33143422
4227,25868929
4228,34355843
4229,16300678
4230,35764872
4231,36878985
4232,40843922
4233,34257556
4234,40450708
4235,38877849
4236,15678106
4237,39107229
4238,26917536
4239,38976168
4240,36027049
4241,13744809
4242,37042857
4243,37337769
4244,22526637
4245,31472302
4246,13155002
4247,14760639
4248,29014720
4249,35338948
4250,1325769
4251,1784523
4252,34290383
4253,35306192
4254,37010131
4255,13155027
4256,13941460
4257,24230615
4258,34781915
4259,24984292
4260,29440752
4261,1260274
4262,27540212
4263,27605754
4264,15219455
4265,10992395
4266,38484751
4267,22002450
4268,14990100
4269,37993238
4270,15874839
4271,1260314
4272,28982045
4273,26393376
4274,38091553
4275,39467808
4276,22264612
4277,38746916
4278,1260329
4279,26393404
4280,38615869
4281,20757313
4282,13056839
4283,38091600
4284,15088466
4285,33667922
4286,38746965
4287,34913110
4288,34945879
4289,41007960
4290,3783533
4291,8305524
4292,25213814
4293,39697278
4294,25049986
4295,29440899
4296,9452418
4297,31669125
4298,22068107
4299,31210381
4300,33274766
4301,38747030
4302,3292054
4303,38615966
4304,39173036
4305,26065852
4306,40451005
4307,39992255
4308,37075906
4309,14400451
4310,26196932
4311,30718918
4312,14531526
4313,30718928
4314,27966419
4315,5651414
4316,37075928
4317,40516569
4318,38091740
4319,12008415
4320,40090593
4321,38878177
4322,33340389
4323,20462579
4324,24689656
4325,27933689
4326,39599097
4327,34946044
4328,40156157
4329,27638781
4330,12631039
4331,40942592
4332,27606017
4333,13220866
4334,26590209
4335,6798346
4336,21380109
4337,34651154
4338,38157331
4339,34389020
4340,39730210
4341,36125737
4342,8993833
4343,38353965
4344,37141549
4345,39107631
4346,35798063
4347,28359732
4348,32291892
4349,38157364
4350,9681972
4351,20692024
4352,23870520
4353,19643452
4354,39631938
4355,40090691
4356,19414085
4357,28818502
4358,8272970
4359,29015114
4360,10075221
4361,40090713
4362,25607261
4363,32816227
4364,35667043
4365,34913380
4366,36944998
4367,30751848
4368,35830889
4369,25541743
4370,37502066
4371,27966580
4372,34618484
4373,19283060
4374,30719093
4375,32816246
4376,34978935
4377,39795836
4378,19610748
4379,14204030
4380,15219844
4381,17906826
4382,21413004
4383,40090767
4384,19119249
4385,37338259
4386,34946196
4387,37010579
4388,19840148
4389,37534874
4390,9813148
4391,9452714
4392,33832108
4393,22265007
4394,40680627
4395,36912307
4396,14728382
4397,22559934
4398,39369920
4399,36846786
4400,35830980
4401,37272774
4402,3423436
4403,20036818
4404,27671768
4405,35699933
4406,36977890
4407,30817507
4408,38550759
4409,25181416
4410,25869554
4411,40451316
4412,36879605
4413,1195259
4414,27966715
4415,9977085
4416,14499073
4417,33996033
4418,4668682
4419,21282070
4420,37371164
4421,38780192
4422,6274340
4423,38485286
4424,21216556
4425,14400814
4426,18857266
4427,34782516
4428,19938614
4429,38124855
4430,2604345
4431,21019964
4432,4111677
4433,24591688
4434,32718154
4435,37109075
4436,29834590
4437,39337316
4438,38255975
4439,21216616
4440,35667306
4441,8240493
4442,40451440
4443,40680817
4444,9059696
4445,39632241
4446,18824563
4447,25083260
4448,834943
4449,29212031
4450,32718211
4451,39370117
4452,37010824
4453,34684299
4454,7421326
4455,23248272
4456,22101398
4457,6634916
4458,34717093
4459,2604454
4460,38845865
4461,32980394
4462,35995054
4463,32587185
4464,8273329
4465,6897078
4466,36912569
4467,37371325
4468,36060608
4469,37895616
4470,23641539
4471,13548995
4472,40451527
4473,35962317
4474,24329678
4475,29605328
4476,39271893
4477,41008598
4478,24755671
4479,29310422
4480,21020129
4481,39992802
4482,11255272
4483,11582953
4484,20659698
4485,32849399
4486,26525178
4487,35765755
4488,34094589
4489,24559102
4490,39501309
4491,37633537
4492,28753412
4493,26820108
4494,37961231
4495,30588432
4496,34225679
4497,34651671
4498,30817817
4499,29343258
4500,33275419
4501,39108128
4502,12434982
4503,29376060
4504,21839421
4505,38846016
4506,21052998
4507,17382991
4508,17448533
4509,31899224
4510,30588506
4511,24034913
4512,37797473
4513,38321763
4514,37797478
4515,18431594
4516,39173741
4517,17514102
4518,29015671
4519,26164856
4520,507517
4521,8633981
4522,32816781
4523,32161422
4524,38485648
4525,40451729
4526,17383064
4527,27639452
4528,12435111
4529,27639463
4530,17448630
4531,30883510
4532,35864250
4533,30817981
4534,27705023
4535,34389696
4536,12107466
4537,39534286
4538,38158030
4539,26656464
4540,37830353
4541,3751630
4542,32128726
4543,22986467
4544,39730916
4545,36847332
4546,8306409
4547,6504170
4548,38354668
4549,13844204
4550,22167277
4551,8208108
4552,33373941
4553,27606775
4554,40058620
4555,7094014
